NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS
Camboriú;4203204;CAIC JOVEM AILOR LOTERIO;42125588;1;0;1;0;0;0;1;0;0;0;0;1;2088;76
Ponte Alta;4213302;EEB MUN SAO FRANCISCO;42125596;1;0;1;0;0;0;1;0;0;0;0;1;277;13
Joaçaba;4209003;CEJA DE JOACABA;42125600;1;0;1;0;0;0;1;0;0;0;0;0;324;21
Três Barras;4218301;EBM FRANCISCO ROCHA;42125618;2;0;1;0;0;0;0;1;0;0;0;0;222;16
Balneário Gaivota;4202073;CEI PINGO DE GENTE;42125626;1;0;1;0;0;0;1;0;0;0;0;0;147;14
Barra Bonita;4202099;CENTRO DE EDUCACAO INFANTIL MUNICIPAL PINGO DE GENTE;42125685;2;0;1;0;0;0;0;1;0;0;0;1;50;8
São Miguel do Oeste;4217204;CEI SONHO INFANTIL;42125723;1;0;1;0;0;0;0;1;0;0;0;1;101;10
São Miguel do Oeste;4217204;EEB SAO JOAO BATISTA;42125731;1;0;1;0;0;0;1;0;0;0;0;0;377;30
Itapiranga;4208401;EMIR OSCAR PUHL;42125740;2;0;1;0;0;0;0;1;0;0;0;1;73;9
Itapiranga;4208401;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PINGUINHO DE GENTE;42125758;1;0;1;0;0;0;1;0;0;0;0;1;51;8
Rio do Sul;4214805;CEI CINDERELA;42125790;1;0;1;0;1;0;1;1;0;0;0;1;309;30
Tubarão;4218707;CEJA DE TUBARAO;42125871;1;0;1;0;0;0;1;0;0;0;0;1;285;30
Florianópolis;4205407;NEIM JOEL ROGERIO DE FREITAS;42125880;1;0;1;0;0;0;0;1;0;0;0;1;212;15
Florianópolis;4205407;COLEGIO E PRE VESTIBULAR SOLUCAO LTDA ME;42125901;1;0;1;0;0;0;1;0;0;0;0;0;238;20
Tubarão;4218707;EMEB SAO JUDAS TADEU;42125928;1;0;1;0;0;0;1;0;0;0;0;0;229;18
Chapecó;4204202;CEIM BB CRIANCA;42125936;1;0;1;0;0;0;0;0;1;0;0;1;379;22
Chapecó;4204202;CEIM AQUARELA;42125944;1;0;1;0;0;0;0;0;1;0;0;1;447;23
Braço do Norte;4202800;CENTRO EDUC ALPHA IDEAL;42125952;1;0;1;0;0;0;1;0;0;0;0;1;332;18
Braço do Norte;4202800;CEJA DE BRACO DO NORTE;42125979;1;0;1;0;0;0;1;0;0;0;0;0;212;20
Jaguaruna;4208807;EB MUN PROFª DALCY AVILA DE SOUZA;42125987;1;0;1;0;0;0;0;1;0;0;0;0;756;45
Vargeão;4219101;ESC MUN FORTUNATO DANIELLI;42126061;1;0;1;0;0;0;0;1;0;0;0;1;353;20
Imbituba;4207304;COOPERATIVA EDUCACIONAL DE IMBITUBA;42126088;1;0;1;0;0;0;1;0;0;0;1;1;179;20
Imbituba;4207304;CMEI LAURA PERFEITO;42126096;1;0;1;0;0;0;1;0;1;0;0;1;176;25
Videira;4219309;CENTRO MUNICIPAL DE EDUCACAO INFANTIL LUIZ ANTONIO FACCIO;42126118;1;0;1;0;0;0;0;1;0;0;0;0;187;12
Videira;4219309;CENTRO MUNICIPAL DE EDUCACAO INFANTIL VEREADOR JORGE MARTINS;42126126;1;0;1;0;0;0;0;1;0;0;0;0;225;13
Pinheiro Preto;4213005;CENTRO EDUCACIONAL PADRE TRUDO PLESSERS;42126142;1;0;1;0;0;0;1;0;0;0;0;0;102;13
Caçador;4203006;CEJA DE CACADOR;42126150;1;0;1;0;0;0;1;0;0;0;0;1;177;21
Blumenau;4202404;EBM WILHELM THEODOR SCHURMANN;42126177;1;0;1;0;0;0;1;0;0;0;0;1;718;49
Irani;4207809;UD DE IRANI;42126185;1;0;1;0;0;0;1;0;0;0;0;1;110;10
São Bento do Sul;4215802;CEJA DE SAO BENTO DO SUL;42126207;1;0;1;0;0;0;0;0;1;0;0;0;60;15
São Lourenço do Oeste;4216909;CEJA DE SAO LOURENCO DO OESTE;42126223;1;0;1;0;0;0;0;1;0;0;0;1;159;21
Benedito Novo;4202206;CEI PROFESSORA MARINA ALVES MAUS;42126231;1;0;1;0;0;0;1;0;0;0;0;1;96;8
Benedito Novo;4202206;CRECHE MUN VER ANTONIO MAURICIO STOLFI;42126240;1;0;1;0;0;0;1;1;0;0;0;1;172;8
Içara;4207007;CEI APRENDENDO BRINCANDO;42126258;1;0;1;0;0;0;0;1;0;0;0;0;65;6
Porto Belo;4213500;NDI MUN PRIMEIROS PASSOS;42126266;1;0;1;0;0;0;1;0;0;0;0;1;293;20
Criciúma;4204608;ESCOLA DE SAUDE SAO JOSE;42126282;1;0;1;0;0;0;1;0;0;0;0;1;177;16
Araranguá;4201406;CEJA DE ARARANGUA;42126304;1;0;1;0;0;0;1;0;0;0;0;0;143;15
Florianópolis;4205407;UD COMPLEXO PENITENCIARIO DE FLORIANOPOLIS;42126320;1;0;1;0;0;0;1;0;0;0;0;0;183;22
Laurentino;4209508;UD DE LAURENTINO;42126339;1;0;1;0;0;0;1;0;0;0;0;0;45;4
Correia Pinto;4204558;ESCOLA MULT MUN BARRA DOS INDIOS;42126347;2;0;1;0;0;0;0;1;0;0;1;1;11;1
Urubici;4218905;CEI BERNADETE BACK WARMLING;42126380;2;0;1;0;0;0;0;1;0;0;0;1;67;4
Navegantes;4211306;UD DE NAVEGANTES;42126398;1;0;1;0;0;0;1;0;0;0;0;1;182;18
Itapiranga;4208401;CEJA DE ITAPIRANGA;42126410;1;0;1;0;0;0;1;0;0;0;0;1;46;9
Canoinhas;4203808;CEJA DE CANOINHAS;42126452;1;0;1;0;0;0;1;1;0;0;0;1;119;15
Praia Grande;4213807;UD DE PRAIA GRANDE;42126487;1;0;1;0;0;0;1;0;0;0;0;0;38;4
Florianópolis;4205407;CEPU CENTRO DE ESTUDOS PRE UNIVERSITARIO;42126495;1;0;1;0;0;0;1;0;0;0;0;0;110;4
Florianópolis;4205407;CEJA DE FLORIANOPOLIS;42126509;1;0;1;0;0;0;1;0;0;0;0;0;819;101
Concórdia;4204301;CEJA DE CONCORDIA;42126517;1;0;1;0;0;0;1;0;0;0;0;1;302;29
Criciúma;4204608;CEJA DE CRICIUMA;42126525;1;0;1;0;0;0;1;0;0;0;0;0;242;26
Cocal do Sul;4204251;COLEGIO COCAL;42126533;1;0;1;0;0;0;1;0;0;0;0;1;127;16
Ituporanga;4208500;CEJA DE ITUPORANGA;42126550;1;0;1;0;0;0;0;1;0;0;0;1;259;25
Imbuia;4207403;UD DE IMBUIA;42126568;1;0;1;0;0;0;1;0;0;0;0;1;50;9
Balneário Camboriú;4202008;CEJA DEPUTADO DOUTEL DE ANDRADE;42126584;1;0;1;0;0;0;1;0;0;0;0;1;354;21
Camboriú;4203204;UD DE CAMBORIU;42126606;1;0;1;0;0;0;1;0;0;0;0;0;101;17
Luiz Alves;4210001;UD DE LUIZ ALVES;42126614;1;0;1;0;0;0;1;0;0;0;0;0;76;7
Itajaí;4208203;CEJA DE ITAJAI;42126622;1;0;1;0;0;0;1;0;0;0;0;1;269;32
Ilhota;4207106;UD DE ILHOTA;42126630;1;0;1;0;0;0;1;0;0;0;0;0;38;7
Rio do Sul;4214805;SENAC;42126649;1;0;1;0;0;0;1;0;0;0;0;1;148;13
Lages;4209300;CEJA DE LAGES;42126657;1;0;1;0;0;0;1;0;0;0;0;1;794;52
Xanxerê;4219507;CEJA DE XANXERE;42126665;1;0;1;0;0;0;0;0;1;0;0;0;227;22
Jaraguá do Sul;4208906;CEJA DE JARAGUA DO SUL;42126673;1;0;1;0;0;0;1;0;0;0;0;1;524;36
Capinzal;4203907;UD DE CAPINZAL;42126681;1;0;1;0;0;0;1;0;0;0;0;0;151;12
Ponte Alta;4213302;UD DE PONTE ALTA;42126711;1;0;1;0;0;0;1;0;0;0;0;0;33;9
Treze Tílias;4218509;UD DE TREZE TILIAS;42126720;1;0;1;0;0;0;1;0;0;0;0;0;24;6
Chapecó;4204202;CEJA DE CHAPECO;42126738;1;0;1;0;0;0;1;1;0;0;0;0;177;27
Indaial;4207502;UD DE INDAIAL;42126762;1;0;1;0;0;0;1;0;0;0;0;1;13;5
Apiúna;4201257;UD DE APIUNA;42126770;1;0;1;0;0;0;1;0;0;0;0;0;53;5
Blumenau;4202404;CEJA DE BLUMENAU;42126797;1;0;1;0;0;0;1;1;0;0;0;1;474;42
Doutor Pedrinho;4205159;UD DE DOUTOR PEDRINHO;42126800;1;0;1;0;0;0;1;0;0;0;0;0;17;5
Tijucas;4218004;UD DE TIJUCAS;42126819;1;0;1;0;0;0;1;1;0;0;0;1;330;25
Maravilha;4210506;CEJA DE MARAVILHA;42126851;1;0;1;0;0;0;1;0;0;0;0;1;139;20
Meleiro;4210803;UD DE MELEIRO;42126878;1;0;1;0;0;0;1;0;0;0;0;0;33;8
Turvo;4218806;EJA -EDUCACAO DE JOVENS E ADULTOS MARIA ALICE DAL PONT;42126886;1;0;1;0;0;0;1;0;0;0;0;1;105;10
Sombrio;4217709;UD DE SOMBRIO;42126894;1;0;1;0;0;0;1;0;0;0;0;1;54;10
Mafra;4210100;CEM BEIJA FLOR;42126916;1;0;1;0;0;0;1;1;0;0;0;1;430;33
Mafra;4210100;CEIM ANJO DA GUARDA;42126924;1;0;1;0;0;0;0;1;0;0;0;1;349;30
Indaial;4207502;EBM PROFESSORA ANNA ALVES DIAS;42126940;1;0;1;0;0;0;1;0;0;0;0;1;214;17
Penha;4212502;EBM RUBENS JOAO DE SOUZA;42126959;1;0;1;0;0;0;0;1;0;0;0;0;970;39
Laguna;4209409;EEB ELIZABETH ULYSSEA ARANTES;42126967;1;0;1;0;0;0;1;0;0;0;0;1;161;19
Brusque;4202909;ESCOLA DE ENSINO FUNDAMENTAL ANGELO DOGNINI;42126983;1;0;1;0;0;0;1;0;0;0;0;1;428;24
Araquari;4201307;ESCOLA MUNICIPAL SAO BENEDITO;42127009;1;0;1;0;0;0;0;1;0;0;0;1;896;35
Arroio Trinta;4201604;ESCOLA MUNICIPAL DE 1º GRAU PROFESSORA JACY FALCHETTI;42127033;1;0;1;0;0;0;1;0;0;0;0;1;216;14
Água Doce;4200408;PRODERAD PROJ DE EDUC RURAL DE AGUA DOCE;42127050;2;0;1;0;0;0;0;1;0;0;0;1;58;6
São Bento do Sul;4215802;CEI MUN FADA MADRINHA;42127068;1;0;1;0;0;0;1;0;0;0;0;1;96;9
Rio Negrinho;4215000;CMEI JARDIM PRIMAVERA;42127076;1;0;1;0;0;0;1;0;0;0;0;1;52;9
Rio Negrinho;4215000;EMEB PROFº PEDRO HENRIQUE BERKENBROCK;42127084;1;0;1;0;0;0;1;0;0;0;0;1;324;18
Petrolândia;4212700;CE PERIMBO;42127122;1;0;1;0;0;0;1;0;0;0;0;0;309;18
Gaspar;4205902;CENTRO DE DESENVOLV INF DORVALINA FACHINI;42127173;1;0;1;0;0;0;0;1;0;0;0;0;401;19
Siderópolis;4217600;CM ROSALIA PIERINI SALVARO;42127203;1;0;1;0;0;0;1;0;0;0;0;1;52;6
Blumenau;4202404;CEI WILHELM THEODOR SCHURMANN;42127220;1;0;1;0;0;0;1;0;0;0;0;1;157;31
Gaspar;4205902;CDI THEREZA BEDUSCHI;42127262;1;0;1;0;0;0;0;1;0;0;0;1;163;9
Gaspar;4205902;CDI DEP FRANCISCO MASTELLA;42127270;1;0;1;0;0;0;0;1;0;0;0;1;170;14
Jaraguá do Sul;4208906;CMEI ROSA MARIA DONINI;42127289;1;0;1;0;0;0;1;0;0;0;0;0;252;13
Jaraguá do Sul;4208906;CMEI GUILHERME TRIBESS;42127297;1;0;1;0;0;0;1;0;0;0;0;1;168;11
Jaraguá do Sul;4208906;CMEI ESTRADA NOVA;42127300;1;0;1;0;0;0;1;0;0;0;0;1;275;16
Jaraguá do Sul;4208906;CMEI DANIEL CARLOS PRETTI;42127319;1;0;1;0;0;0;1;0;0;0;0;1;161;10
Timbó;4218202;UNIDADE PRE ESCOLAR COMECINHO DE VIDA;42127327;2;0;1;0;0;0;1;1;0;0;0;1;42;9
Mafra;4210100;ESC AGRICOLA MUN PREF JOSE S FILHO;42127335;2;0;1;0;0;0;0;1;0;0;0;1;133;21
Joaçaba;4209003;CEI RITA MARIA COSTENARO PETRY;42127360;1;0;1;0;0;0;0;1;0;0;0;1;131;22
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL PEQUENA SEREIA;42127459;1;0;1;0;0;0;1;0;0;0;0;1;123;8
Passo de Torres;4212254;CEI MUNDO FELIZ;42127483;1;0;1;0;0;0;1;0;0;0;0;0;243;24
Araranguá;4201406;CENTRO EDUCACIONAL CRIANCA FELIZ;42127491;1;0;1;0;0;0;1;0;0;0;0;1;99;10
Araranguá;4201406;EMEIF ADELINA MARIA SILVANO SOARES;42127530;1;0;1;0;0;0;1;0;0;0;0;0;96;8
Araranguá;4201406;CENTRO EDUCACIONAL XODO DA TIA JOYCE;42127564;1;0;1;0;0;0;1;0;0;0;0;0;158;8
Araranguá;4201406;CEI CIDADE ENCANTADA;42127572;1;0;1;0;0;0;0;1;0;0;0;0;100;10
Balneário Arroio do Silva;4201950;CEI CARMEM MATOS BORGES;42127629;1;0;1;0;0;0;0;1;0;0;0;0;260;23
Meleiro;4210803;CENTRO MUNICIPAL DE EDUCACAO INFANTIL ESCADINHA DO TEMPO;42127696;1;0;1;0;0;0;0;1;0;0;0;0;160;18
Bombinhas;4202453;EB MUN MANOEL JOSE DA SILVA;42127700;1;0;1;0;0;0;0;1;0;0;0;1;509;24
Bombinhas;4202453;EBM EDITH WILLECKE;42127718;1;0;1;0;0;0;0;1;0;0;0;1;383;28
Porto Belo;4213500;ESCOLA MUNICIPAL FRANCISCO JOSE MARQUES;42127742;1;0;1;0;0;0;1;0;0;0;0;1;156;11
Balneário Camboriú;4202008;N E I PEQUENO MUNDO;42127750;1;0;1;0;0;0;1;0;0;0;0;1;118;34
Rio Negrinho;4215000;CMEI ANJO SAPECA;42127769;1;0;1;0;0;0;1;0;0;0;0;0;120;14
Balneário Camboriú;4202008;CENTRO EDUCACIONAL VIANNA DE CARVALHO;42127777;1;0;1;0;0;0;1;0;0;0;0;0;250;35
Itajaí;4208203;CE PROF CACILDO ROMAGNANI - CEPCR;42127807;1;0;1;0;0;0;0;1;0;0;0;1;1091;49
Camboriú;4203204;COLEGIO RECRIARTE;42127815;1;0;1;0;0;0;1;0;0;0;0;1;881;49
Tubarão;4218707;CEI E ENSINO FUNDAMENTAL E MEDIO CORACAO FELIZ LTDA EPP;42127831;1;0;1;0;0;0;1;0;0;0;0;1;584;32
Ibirama;4206900;CEJA DE IBIRAMA;42127866;1;0;1;0;0;0;1;0;0;0;0;0;180;16
Salete;4215307;UD DE SALETE;42127874;1;0;1;0;0;0;1;0;0;0;0;0;21;4
Trombudo Central;4218608;CENTRO DE EDUCACAO BASICA EGINOLF BELL;42127890;1;0;1;0;0;0;0;1;0;0;0;1;120;10
Trombudo Central;4218608;CENTRO DE EDUCACAO INFANTIL GENTE MIUDA;42127912;1;0;1;0;0;0;0;1;0;0;0;1;70;4
Braço do Trombudo;4202859;CEI TIA EDITH;42127947;1;0;1;0;0;0;1;0;0;0;0;1;84;19
Pouso Redondo;4213708;CENTRO DE EDUCACAO INFANTIL CONSTANTINO ANTONIO MAXIMIANO;42127955;1;0;1;0;0;0;0;0;1;0;0;0;53;6
Pouso Redondo;4213708;UD DE POUSO REDONDO;42127963;1;0;1;0;0;0;1;0;0;0;0;1;67;8
Rio do Sul;4214805;CEJA DE RIO DO SUL;42127971;1;0;1;0;0;0;1;0;0;0;0;1;269;21
Arabutã;4201273;PRE ESCOLAR CINDERELA;42128145;1;0;1;0;0;0;0;1;0;0;0;1;146;13
Itá;4208005;UD DE ITA;42128218;1;0;1;0;0;0;1;0;0;0;0;1;47;10
Campos Novos;4203600;CAIC PROFESSORA NAIR DA SILVA GRIS;42128234;1;0;1;0;0;0;1;0;0;0;0;1;766;36
Vargem Bonita;4219176;UD DE VARGEM BONITA;42128242;1;0;1;0;0;0;1;0;0;0;0;0;27;7
Catanduvas;4204004;UD DE CATANDUVAS;42128277;1;0;1;0;0;0;1;0;0;0;0;0;61;9
Campos Novos;4203600;CEJA DE CAMPOS NOVOS;42128293;1;0;1;0;0;0;1;0;0;0;0;0;270;21
Água Doce;4200408;UD DE AGUA DOCE;42128323;1;0;1;0;0;0;1;0;0;0;0;0;19;4
Brusque;4202909;CEJA DE BRUSQUE;42128340;1;0;1;0;0;0;1;0;0;0;0;0;380;37
Otacílio Costa;4211751;SENAI SC - OTACILIO COSTA;42128382;1;0;1;0;0;0;1;0;0;0;0;0;92;12
Jacinto Machado;4208708;UD DE JACINTO MACHADO;42128412;1;0;1;0;0;0;1;0;0;0;0;0;40;5
Santiago do Sul;4215695;ESC DE EDUC INFANTIL CANTINHO DA ALEGRIA;42128420;1;0;1;0;0;0;1;0;0;0;0;1;100;13
Pinhalzinho;4212908;UD DE PINHALZINHO;42128439;1;0;1;0;0;0;0;0;1;0;0;1;129;22
Guatambú;4206652;CENTRO DE EDUCACAO INFANTIL MUNICIPAL - CEIM TRILHA DO SABER;42128463;2;0;1;0;0;0;0;1;0;0;0;1;77;8
São Lourenço do Oeste;4216909;CEIM MONTEIRO LOBATO;42128480;1;0;1;0;0;0;0;1;0;0;0;1;210;23
Quilombo;4214201;CEJA DE QUILOMBO;42128498;1;0;1;0;0;0;0;1;0;0;0;1;105;12
Saudades;4217303;CEI TRENZINHO ALEGRE;42128528;1;0;1;0;0;0;0;0;1;0;0;1;100;5
Palmitos;4212106;CEJA DE PALMITOS;42128552;1;0;1;0;0;0;1;0;0;0;0;0;63;8
Irati;4207858;CENTRO MUNICIPAL DE EDUCACAO INFANTIL;42128609;1;0;1;0;0;0;0;0;1;0;0;1;98;17
Abelardo Luz;4200101;EBM JOSE MARIA;42128714;2;1;1;0;0;0;0;0;1;0;1;1;311;19
Abelardo Luz;4200101;CEI SHALON;42128730;1;0;1;0;0;0;0;1;0;0;0;0;93;12
Ponte Serrada;4213401;CEI PROFª HORTENCIA RODRIGUES DE ALMEIDA;42128862;1;0;1;0;0;0;0;1;0;0;0;0;76;6
Lajeado Grande;4209458;ESCOLA MUNICIPAL PROFESSORA IRMA BLANDINA CISZ;42128870;1;0;1;0;0;0;0;1;0;0;0;1;121;9
Ipuaçu;4207684;JI PEQUENO PRINCIPE;42128889;2;2;1;0;0;0;0;0;1;0;1;1;94;5
Xanxerê;4219507;EMEB VISTA ALEGRE;42128900;1;0;1;0;0;0;1;0;0;0;0;1;388;22
Campo Erê;4203501;CENTRO DE EDUCACAO INFANTIL NILCI SANDER;42128919;1;0;1;0;0;0;0;1;0;0;0;1;63;12
Maravilha;4210506;CEI ERICA MALDANER;42128960;1;0;1;0;0;0;0;1;0;0;0;1;65;7
Iporã do Oeste;4207650;PRE ESCOLAR OS PEIXINHOS;42128978;1;0;1;0;0;0;0;0;1;0;0;1;185;9
Iporã do Oeste;4207650;PE PEQUENO POLEGAR;42128986;2;0;1;0;0;0;0;0;1;0;0;1;28;9
São Miguel do Oeste;4217204;CEJA DE SAO MIGUEL D OESTE;42129001;1;0;1;0;0;0;0;0;1;0;0;1;134;17
Monte Castelo;4211108;UD DE MONTE CASTELO;42129036;1;0;1;0;0;0;1;0;0;0;0;0;15;3
São José do Cedro;4216701;UD DE SAO JOSE DO CEDRO;42129044;1;0;1;0;0;0;1;1;0;0;0;0;19;7
Bandeirante;4202081;ESCOLA MUNICIPAL BANDEIRANTE;42129052;2;0;1;0;0;0;0;1;0;0;0;0;370;25
Guaraciaba;4206405;UD DE GUARACIABA;42129079;1;0;1;0;0;0;1;1;0;0;0;1;9;5
Saltinho;4215356;PE ESTRELINHA VIVA;42129087;1;0;1;0;0;0;0;1;0;0;0;0;67;5
Águas Mornas;4200606;CEI BEIJA FLOR;42129109;1;0;1;0;0;0;0;1;0;0;0;1;229;13
Angelina;4200903;CMEI BARRA CLARA;42129168;2;0;1;0;0;0;0;1;0;0;0;1;39;5
Angelina;4200903;CMEI CANTINHO FELIZ;42129176;2;0;1;0;0;0;0;1;0;0;0;1;43;6
São José;4216602;CENTRO EDUC COMPANHIA DO SABER;42129206;1;0;1;0;0;0;1;0;0;0;0;1;633;25
São José;4216602;CEI SAO JUDAS TADEU;42129222;1;0;1;0;0;0;1;1;0;0;0;0;166;11
São José;4216602;GARDNER CURSOS E COLEGIO;42129249;1;0;1;0;0;0;1;0;0;0;0;0;252;30
São José;4216602;EEB PROF LAERCIO CALDEIRA DE ANDRADA;42129257;1;0;1;0;0;0;1;0;0;0;0;0;1174;93
São José;4216602;CEI BOM JESUS DE IGUAPE;42129273;1;0;1;0;0;0;1;1;0;0;0;1;214;15
Palhoça;4211900;CEI VOVO MARIA;42129290;1;0;1;0;0;0;0;1;0;0;0;0;232;24
Florianópolis;4205407;COLEGIO SANTA TEREZINHA;42129303;1;0;1;0;0;0;1;0;0;0;1;1;1034;38
Palhoça;4211900;EIEB ITATY;42129346;2;2;1;0;0;0;0;1;0;0;0;0;91;15
Florianópolis;4205407;COORD DE ED DE JOVENS E ADULTOS;42129354;1;0;1;0;0;0;1;0;0;0;0;0;1123;115
Laguna;4209409;CEJA DE LAGUNA;42129362;1;0;1;0;0;0;1;0;0;0;0;0;508;92
Palhoça;4211900;CAIC-PROF FEBRONIO TANCREDO DE OLIVEIRA - FUNDAMENTAL;42129370;1;0;1;0;0;0;1;0;0;0;0;1;1648;116
Florianópolis;4205407;ESCOLA JARDIM ANCHIETA;42129400;1;0;1;0;0;0;1;0;0;0;0;9;734;39
Urussanga;4219002;UD DE URUSSANGA;42129427;1;0;1;0;0;0;1;0;0;0;0;1;146;13
Lauro Müller;4209607;UD DE LAURO MULLER;42129435;1;0;1;0;0;0;1;0;0;0;0;1;53;11
Siderópolis;4217600;CEI PEQUENO PRINCIPE;42129443;1;0;1;0;0;0;1;0;0;0;0;1;51;7
Morro da Fumaça;4211207;UD DE MORRO DA FUMACA;42129486;1;0;1;0;0;0;1;0;0;0;0;1;47;10
Lauro Müller;4209607;PE PROFESSORA IRANI VARGAS;42129494;1;0;1;0;0;0;1;0;0;0;0;1;175;12
Nova Veneza;4211603;CENTRO EDUCACIONAL SOSSEGO DA MAMAE;42129516;1;0;1;0;0;0;1;0;0;0;0;0;42;8
Criciúma;4204608;CEI AFASC CARMELA BENEDET CASAGRANDE;42129583;1;0;1;0;0;0;1;1;0;0;0;1;125;15
Criciúma;4204608;EMEB PROF VILSON LALAU;42129591;1;0;1;0;0;0;1;0;0;0;0;1;408;26
Criciúma;4204608;EMEB ACACIO ALFREDO VILLAIN;42129605;1;0;1;0;0;0;1;0;0;0;0;1;174;12
Balneário Rincão;4220000;CEI BALANCO DAS ONDAS;42129613;1;0;1;0;0;0;0;1;0;0;0;1;96;10
Içara;4207007;CEI FAVINHO DE MEL;42129656;1;0;1;0;0;0;0;1;0;0;0;1;122;12
Balneário Rincão;4220000;CEI MUNDO MAGICO;42129664;2;0;1;0;0;0;0;1;0;0;0;1;118;7
Içara;4207007;UD DE ICARA;42129680;1;0;1;0;0;0;1;0;0;0;0;0;78;14
Videira;4219309;CEJA DE VIDEIRA;42129699;1;0;1;0;0;0;1;0;0;0;0;0;261;21
Fraiburgo;4205506;UD DE FRAIBURGO;42129729;1;0;1;0;0;0;1;0;0;0;0;0;78;8
Otacílio Costa;4211751;UD DE OTACILIO COSTA;42129800;1;0;1;0;0;0;1;0;0;0;0;0;65;13
Otacílio Costa;4211751;ESC DE ED INF JOAO MARIA R DE LIMA;42129818;1;0;1;0;0;0;1;0;0;0;0;1;112;15
Otacílio Costa;4211751;ESC DE ED INF ALEXANDRINA SCHLISCHTING;42129826;1;0;1;0;0;0;1;0;0;0;0;1;81;16
Otacílio Costa;4211751;EB ANTONIO PIRES BURG;42129834;1;0;1;0;0;0;1;0;0;0;0;0;287;21
Lages;4209300;CEIM NOE JOSE DOS SANTOS;42129850;1;0;1;0;0;0;1;0;0;0;0;1;163;16
Lages;4209300;COLEGIO LIBERI;42129869;1;0;1;0;0;0;1;0;0;0;0;1;91;10
Lages;4209300;CEIM JOAO JOSE THEODORO DA COSTA NETTO;42129877;1;0;1;0;0;0;0;1;0;0;0;1;115;14
Lages;4209300;CEIM TIA BIRA;42129893;1;0;1;0;0;0;1;0;0;0;0;0;111;15
Correia Pinto;4204558;UD DE CORREIA PINTO;42129915;1;0;1;0;0;0;1;0;0;0;0;0;83;11
Bom Retiro;4202602;UD DE BOM RETIRO;42129923;1;0;1;0;0;0;1;1;0;0;0;0;64;7
Caibi;4203105;ESC ESPECIAL DE CAIBI;42129966;1;0;1;0;0;0;0;1;0;0;0;1;;
Tubarão;4218707;ESCOLA ESPECIAL CIRANDA DA ESPERANCA APAE TUBARAO;42129974;1;0;1;0;0;0;1;0;0;0;0;1;;
São Martinho;4217105;ESC ESPECIAL TANTE CECILIA EFFTING;42129982;1;0;1;0;0;0;1;0;0;0;0;1;;
Rio Fortuna;4214904;APAE RIO FORTUNA;42129990;1;0;1;0;0;0;1;0;0;0;0;0;;
Jaguaruna;4208807;CAESP NOVO MUNDO;42130000;1;0;1;0;0;0;0;0;1;0;1;1;;
Grão-Pará;4206108;CAESP GRAO-PARA;42130018;1;0;1;0;1;0;1;0;0;0;0;1;;
Lauro Müller;4209607;CAESP LAURO MULLER;42130026;1;0;1;0;0;0;1;0;0;0;0;0;;
Apiúna;4201257;ESC ESPECIAL ACADEMIA DO AMOR;42130034;1;0;1;0;0;0;1;0;0;0;0;1;;
Braço do Norte;4202800;ESC ESPECIAL JOAO ESTANISLAU ANGELO;42130042;1;0;1;0;0;0;1;0;0;0;0;1;;
Palma Sola;4212007;CAESP - PEQUENO GHINTHER;42130050;1;0;1;0;0;0;1;0;0;0;0;0;;
Armazém;4201505;ESC ESPECIAL ORLANDO MICHELS;42130077;1;0;1;0;0;0;1;0;0;0;0;1;;
Gravatal;4206207;ESC NOVO HORIZONTE;42130093;1;0;1;0;0;0;1;0;0;0;0;1;;
Vidal Ramos;4219200;APAE DE VIDAL RAMOS;42130107;2;0;1;0;0;0;1;0;0;0;0;1;;
Massaranduba;4210605;CAESP ANJO GABRIEL;42130115;1;0;1;0;0;0;1;0;0;0;0;1;;
Jaraguá do Sul;4208906;CAESP - APAE DE JARAGUA DO SUL;42130123;1;0;1;0;0;0;1;0;0;0;0;1;;
Guaramirim;4206504;CAESP MARIA ANNA MALUTTA;42130140;1;0;1;0;0;0;1;0;0;0;0;1;;
Mondaí;4211009;ESCOLA ESPECIAL RAIO DE SOL - APAE DE MONDAI;42130158;1;0;1;0;1;0;0;1;0;0;0;0;;
Anchieta;4200804;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE ANCHIETA;42130166;1;0;1;0;0;0;0;1;0;0;0;1;;
São Domingos;4216107;ESC ESPECIAL PROF ILDA LAGO DALLA CORTE;42130174;1;0;1;0;0;0;1;1;0;0;0;1;;
Lages;4209300;CAESP APAE DE LAGES;42130182;1;0;1;0;1;0;1;0;0;0;0;1;;
Correia Pinto;4204558;ESC ESPECIAL PATRICIA PETRY MESQUITA;42130190;1;0;1;0;0;0;1;0;0;0;0;1;;
